item_types,weekday,time_since_person,time_of_day,current_sit_minutes,total_session_minutes,num_previous_returns,seat_now_occupied,new_person_present,label
"book,mouse,paper,laptop",Tue,4,18.81,144,147,0,0,0,TEMP_LEAVE
bottle,Wed,29,9.1,21,210,3,0,1,LEFT_BEHIND
"bag,iPad,keys",Fri,55,11.29,80,206,3,1,0,OCCUPIED
"laptop,glasses,mouse,watch",Wed,32,11.24,124,245,3,1,1,LEFT_BEHIND
laptop,Sun,18,17.19,34,123,0,1,1,LEFT_BEHIND
"glasses,student-id,bag,watch",Wed,49,16.38,4,116,1,1,0,OCCUPIED
"paper,watch",Fri,34,13.49,111,256,2,0,0,TEMP_LEAVE
"glasses,mouse,bottle,bag",Sat,39,17.29,159,331,4,0,1,TEMP_LEAVE
"watch,laptop,keys",Sun,0,11.09,62,170,0,0,1,OCCUPIED
mouse,Sat,21,18.84,183,186,3,1,0,OCCUPIED
"bottle,bag,watch,charging-cable",Mon,18,11.04,156,255,5,0,0,TEMP_LEAVE
"keys,pen,phone,paper",Sun,7,19.79,181,278,4,0,1,TEMP_LEAVE
phone,Thu,35,13.03,32,168,4,1,0,OCCUPIED
"charging-cable,phone,iPad",Tue,12,15.96,47,106,0,0,0,TEMP_LEAVE
"glasses,bag,book,phone",Thu,37,21.83,97,264,5,0,0,TEMP_LEAVE
"bottle,iPad,wallet,laptop",Fri,3,21.91,81,206,1,0,0,TEMP_LEAVE
"student-id,bottle,watch,pen",Thu,47,10.5,53,201,0,1,0,OCCUPIED
"charging-cable,student-id",Thu,1,18.45,9,46,5,0,1,TEMP_LEAVE
"charging-cable,glasses",Tue,30,20.41,105,145,5,1,1,LEFT_BEHIND
student-id,Sat,54,17.95,83,86,0,1,0,OCCUPIED
"earphones,glasses,keys,mouse",Tue,3,12.17,73,191,3,0,0,TEMP_LEAVE
"earphones,pen,charging-cable,laptop",Fri,45,13.59,30,163,3,0,1,TEMP_LEAVE
bottle,Mon,21,10.01,24,145,3,0,1,LEFT_BEHIND
"book,watch,charging-cable,keys",Thu,44,21.05,29,54,2,0,1,TEMP_LEAVE
"iPad,student-id,earphones,phone",Mon,54,11.47,119,124,2,1,0,OCCUPIED
book,Wed,37,8.35,132,174,0,1,0,OCCUPIED
"iPad,mouse",Tue,3,14.1,49,212,0,1,0,OCCUPIED
"charging-cable,phone,paper",Mon,33,9.72,141,178,3,0,1,TEMP_LEAVE
charging-cable,Wed,46,8.6,82,183,3,0,1,LEFT_BEHIND
"book,phone",Mon,7,17.54,88,277,2,0,1,TEMP_LEAVE
"phone,keys",Thu,52,15.43,68,105,0,1,0,OCCUPIED
"bag,earphones",Sun,21,12.45,189,356,4,1,1,LEFT_BEHIND
wallet,Tue,31,21.3,123,260,2,0,0,LEFT_BEHIND
"paper,book,laptop",Fri,7,20.0,107,239,0,1,0,OCCUPIED
"pen,glasses,iPad",Sat,23,18.85,52,109,4,0,1,TEMP_LEAVE
"bottle,mouse,earphones",Tue,34,19.67,140,299,0,1,0,OCCUPIED
"pen,mouse,charging-cable",Thu,13,13.46,25,205,5,0,1,LEFT_BEHIND
bottle,Wed,29,15.81,167,240,2,1,0,OCCUPIED
"pen,bag",Sun,4,15.3,92,217,2,1,0,OCCUPIED
"keys,pen,earphones",Sun,11,9.21,116,225,5,1,1,LEFT_BEHIND
"charging-cable,book",Mon,34,20.21,136,266,2,1,1,LEFT_BEHIND
"phone,charging-cable,pen,bag",Wed,15,21.79,106,212,2,1,0,OCCUPIED
"paper,keys",Wed,52,12.93,109,124,3,0,0,LEFT_BEHIND
"glasses,charging-cable,pen,watch",Sat,9,15.11,107,167,4,0,0,TEMP_LEAVE
"iPad,wallet",Fri,47,17.24,40,239,5,1,0,OCCUPIED
student-id,Fri,31,18.38,73,113,3,0,0,TEMP_LEAVE
glasses,Tue,52,15.32,139,163,2,0,0,LEFT_BEHIND
"book,earphones,pen",Wed,6,11.01,86,220,2,1,1,TEMP_LEAVE
"bottle,paper",Sun,53,10.02,171,347,0,0,0,LEFT_BEHIND
earphones,Tue,19,21.24,77,182,2,1,0,OCCUPIED
"student-id,earphones",Fri,20,10.61,37,180,5,1,0,OCCUPIED
"earphones,charging-cable,phone",Sun,47,19.17,73,247,2,0,0,TEMP_LEAVE
"bag,book",Wed,7,14.65,79,231,1,1,1,TEMP_LEAVE
"bag,iPad,book",Tue,58,20.17,115,208,4,1,0,OCCUPIED
"keys,glasses",Tue,32,20.53,164,341,5,0,1,LEFT_BEHIND
"watch,phone,glasses,student-id",Sun,30,9.87,107,136,3,0,1,TEMP_LEAVE
student-id,Fri,24,19.91,75,227,5,1,1,LEFT_BEHIND
"bottle,phone,bag,student-id",Tue,3,14.31,150,309,5,1,1,TEMP_LEAVE
"earphones,bottle,bag",Sun,32,9.37,170,248,0,0,1,LEFT_BEHIND
laptop,Mon,55,19.31,191,230,3,0,0,TEMP_LEAVE
"keys,wallet,bag,pen",Wed,51,11.04,169,307,2,0,1,TEMP_LEAVE
"earphones,phone,charging-cable",Fri,9,12.5,141,334,0,0,0,TEMP_LEAVE
"laptop,charging-cable",Tue,44,8.2,31,197,2,0,0,TEMP_LEAVE
"iPad,wallet,book,phone",Wed,26,16.85,143,261,5,1,0,OCCUPIED
"phone,pen,bottle,iPad",Tue,38,14.78,44,171,2,0,1,TEMP_LEAVE
"wallet,paper",Thu,7,11.53,174,188,5,1,0,OCCUPIED
"mouse,phone",Sat,12,14.92,156,311,2,1,1,LEFT_BEHIND
"bottle,mouse,phone,wallet",Wed,52,18.02,17,144,1,0,1,TEMP_LEAVE
"bottle,laptop,keys",Sun,33,12.38,67,116,4,1,1,LEFT_BEHIND
"mouse,student-id,laptop",Sun,42,16.73,85,204,0,0,1,LEFT_BEHIND
watch,Sun,16,8.89,181,374,4,0,1,TEMP_LEAVE
"phone,watch,mouse,glasses",Mon,38,11.76,117,242,3,0,0,TEMP_LEAVE
mouse,Thu,34,14.3,98,99,5,0,0,LEFT_BEHIND
"laptop,glasses,bag,iPad",Fri,60,16.01,58,230,1,1,0,OCCUPIED
"watch,book",Mon,46,10.57,166,309,5,0,1,TEMP_LEAVE
"phone,earphones,wallet",Fri,18,20.05,8,106,5,1,1,TEMP_LEAVE
earphones,Sun,0,10.21,103,128,4,0,0,OCCUPIED
"book,iPad,pen,laptop",Wed,49,21.89,200,275,1,1,0,OCCUPIED
pen,Tue,28,17.59,91,176,0,0,1,LEFT_BEHIND
"earphones,watch,student-id,charging-cable",Sat,48,17.43,50,248,3,0,1,TEMP_LEAVE
mouse,Wed,3,17.74,129,323,5,1,1,TEMP_LEAVE
"keys,paper",Sun,21,18.86,80,92,2,0,1,LEFT_BEHIND
"pen,glasses,wallet",Mon,1,14.78,50,225,5,1,0,OCCUPIED
"watch,charging-cable,earphones,glasses",Wed,16,17.26,186,364,4,0,0,TEMP_LEAVE
"keys,bottle,glasses,laptop",Fri,26,20.14,79,104,3,0,0,TEMP_LEAVE
"student-id,pen",Mon,60,13.7,94,159,3,1,0,OCCUPIED
bag,Tue,27,17.1,45,189,0,0,0,LEFT_BEHIND
pen,Sun,10,19.35,156,182,0,0,0,LEFT_BEHIND
"charging-cable,laptop",Tue,25,9.68,58,194,0,0,1,TEMP_LEAVE
"student-id,charging-cable,phone,earphones",Mon,51,10.93,17,30,2,0,1,TEMP_LEAVE
student-id,Thu,44,13.92,22,220,0,1,1,LEFT_BEHIND
"glasses,paper",Sun,29,21.9,116,162,3,0,1,LEFT_BEHIND
"student-id,mouse",Sat,11,19.37,195,257,2,0,1,TEMP_LEAVE
"glasses,watch,pen",Wed,1,15.32,0,200,0,0,1,TEMP_LEAVE
bottle,Sat,47,12.02,52,90,0,0,1,LEFT_BEHIND
"wallet,earphones,glasses",Wed,3,16.92,98,98,0,1,1,LEFT_BEHIND
earphones,Mon,10,10.93,55,58,1,0,1,TEMP_LEAVE
"charging-cable,laptop,bag,glasses",Mon,34,19.66,152,161,0,0,0,LEFT_BEHIND
bottle,Tue,59,18.28,164,232,1,1,1,LEFT_BEHIND
wallet,Sun,36,13.29,84,200,1,0,0,LEFT_BEHIND
"student-id,earphones,watch",Sun,27,9.54,9,115,1,0,0,TEMP_LEAVE
"bag,glasses,watch",Sun,51,14.11,22,221,2,1,0,OCCUPIED
"earphones,bag",Mon,1,9.19,7,68,1,0,1,TEMP_LEAVE
"bag,bottle,book,watch",Tue,60,12.7,180,184,3,1,0,OCCUPIED
"phone,bag,bottle",Fri,1,8.27,169,212,5,1,1,TEMP_LEAVE
"bag,bottle",Thu,31,17.75,20,53,1,1,1,LEFT_BEHIND
"paper,laptop",Mon,41,11.57,25,134,1,0,0,TEMP_LEAVE
"mouse,bag",Fri,55,15.28,105,224,2,1,0,OCCUPIED
"bag,glasses",Sun,53,9.36,173,301,3,1,0,OCCUPIED
bag,Tue,58,8.26,83,209,1,0,0,TEMP_LEAVE
"laptop,paper,charging-cable",Mon,53,8.08,89,165,5,0,1,TEMP_LEAVE
laptop,Wed,5,16.18,165,339,4,0,1,TEMP_LEAVE
"mouse,charging-cable,laptop",Tue,45,19.65,0,144,3,0,0,TEMP_LEAVE
phone,Wed,35,21.96,124,242,3,1,1,LEFT_BEHIND
"iPad,bag,mouse,laptop",Thu,22,20.76,183,374,2,1,1,LEFT_BEHIND
"keys,paper",Sat,60,8.5,49,105,4,0,1,LEFT_BEHIND
"iPad,charging-cable,pen,book",Thu,41,15.97,10,25,5,1,1,LEFT_BEHIND
book,Mon,11,16.78,111,253,5,0,1,LEFT_BEHIND
earphones,Sun,8,19.12,92,225,1,0,1,TEMP_LEAVE
"mouse,laptop",Wed,1,14.95,84,144,3,1,0,OCCUPIED
laptop,Tue,56,15.89,92,206,3,0,0,TEMP_LEAVE
"book,watch,charging-cable,earphones",Sat,0,12.82,54,138,5,1,0,OCCUPIED
"bottle,book,pen,wallet",Sat,14,20.7,101,260,3,1,1,LEFT_BEHIND
mouse,Mon,48,20.04,154,243,2,0,1,LEFT_BEHIND
pen,Sat,23,9.97,63,67,5,0,0,LEFT_BEHIND
"student-id,laptop",Thu,50,18.1,11,30,1,1,0,OCCUPIED
"iPad,laptop",Mon,59,21.05,66,66,5,0,0,TEMP_LEAVE
"book,watch",Sun,55,18.81,172,200,0,1,0,OCCUPIED
"iPad,pen,bottle,mouse",Sat,13,20.89,72,97,3,0,1,TEMP_LEAVE
"watch,glasses,book,paper",Thu,27,9.52,26,214,4,0,1,TEMP_LEAVE
"keys,watch,student-id,mouse",Thu,13,11.19,171,171,1,1,0,OCCUPIED
"mouse,bag",Sat,11,16.45,197,362,0,1,0,OCCUPIED
mouse,Fri,32,11.74,4,117,4,0,1,LEFT_BEHIND
charging-cable,Mon,48,18.04,147,280,0,0,1,LEFT_BEHIND
"watch,wallet,bag,mouse",Thu,60,14.58,162,315,3,1,1,LEFT_BEHIND
"wallet,laptop,pen,earphones",Mon,51,13.13,101,110,3,0,1,TEMP_LEAVE
"book,iPad,bag",Sat,23,12.64,152,242,2,1,1,LEFT_BEHIND
"bag,pen,glasses",Mon,39,11.1,16,40,5,1,0,OCCUPIED
"iPad,student-id,paper,pen",Sun,12,16.6,143,269,4,0,1,TEMP_LEAVE
"bottle,mouse",Sat,21,17.65,33,140,0,1,0,OCCUPIED
"paper,earphones",Mon,6,15.58,15,190,0,0,0,LEFT_BEHIND
glasses,Wed,58,14.7,105,248,5,0,0,LEFT_BEHIND
"student-id,mouse,paper,laptop",Sun,49,9.04,73,196,3,1,0,OCCUPIED
glasses,Tue,2,15.96,24,63,3,1,0,OCCUPIED
"iPad,wallet",Mon,59,18.67,132,293,0,0,0,LEFT_BEHIND
"watch,paper,earphones",Sat,54,15.15,75,97,0,1,0,OCCUPIED
"bottle,laptop",Tue,31,9.52,91,232,3,1,0,OCCUPIED
"bottle,watch,iPad,bag",Wed,17,18.95,27,85,2,0,1,TEMP_LEAVE
"iPad,bottle,laptop",Tue,29,9.65,81,149,1,1,1,LEFT_BEHIND
"glasses,keys,laptop,mouse",Sat,35,17.43,154,295,4,0,1,TEMP_LEAVE
"charging-cable,book,wallet,earphones",Wed,18,18.0,200,265,2,1,1,LEFT_BEHIND
laptop,Fri,31,19.95,173,359,2,0,1,TEMP_LEAVE
"charging-cable,student-id",Wed,27,17.61,20,68,1,0,1,TEMP_LEAVE
"wallet,bottle,charging-cable",Tue,23,14.54,92,166,1,1,0,OCCUPIED
"bottle,keys,phone,student-id",Sat,21,16.26,10,182,5,1,0,OCCUPIED
"book,paper,glasses",Thu,0,10.31,37,95,3,0,0,OCCUPIED
"earphones,wallet",Wed,26,11.95,59,147,3,0,0,TEMP_LEAVE
glasses,Mon,33,19.2,77,236,1,1,0,OCCUPIED
"earphones,keys",Mon,55,9.46,126,167,1,1,1,LEFT_BEHIND
"charging-cable,mouse,earphones,bag",Fri,6,19.85,55,167,2,1,0,OCCUPIED
bottle,Fri,12,19.7,120,186,2,1,1,LEFT_BEHIND
"book,charging-cable",Tue,39,14.86,9,129,3,0,0,LEFT_BEHIND
"keys,mouse,bag",Sat,25,19.82,158,264,2,0,0,TEMP_LEAVE
"glasses,iPad,wallet",Mon,53,19.03,94,117,1,0,0,TEMP_LEAVE
book,Sat,38,18.86,159,313,3,1,0,OCCUPIED
"laptop,iPad,student-id",Wed,36,12.84,75,231,1,1,1,LEFT_BEHIND
"book,bottle,wallet,watch",Thu,25,16.08,18,32,1,1,1,LEFT_BEHIND
"watch,keys,wallet",Thu,18,8.95,80,214,3,1,1,TEMP_LEAVE
"watch,mouse,earphones",Fri,35,15.1,183,230,2,1,0,OCCUPIED
watch,Sat,21,11.54,29,221,4,1,1,LEFT_BEHIND
"book,wallet,mouse,student-id",Sun,33,21.83,61,237,1,1,0,OCCUPIED
"phone,book",Sat,32,8.52,74,195,4,0,0,TEMP_LEAVE
"keys,pen",Fri,45,20.51,85,194,1,1,0,OCCUPIED
"wallet,paper,bottle,earphones",Sun,39,21.08,188,375,0,0,1,LEFT_BEHIND
"book,glasses,wallet,laptop",Wed,47,8.95,133,299,1,1,0,OCCUPIED
"student-id,bottle,mouse",Fri,57,18.62,60,237,1,1,1,LEFT_BEHIND
keys,Mon,43,13.53,45,132,0,1,0,OCCUPIED
"phone,student-id,pen",Wed,19,11.02,37,88,3,0,1,TEMP_LEAVE
"earphones,phone",Sun,32,10.36,112,132,0,1,1,LEFT_BEHIND
"wallet,glasses",Tue,29,11.27,128,248,0,0,0,LEFT_BEHIND
"keys,pen,bottle,charging-cable",Tue,51,9.15,108,298,4,0,0,TEMP_LEAVE
glasses,Mon,50,20.45,59,243,3,1,0,OCCUPIED
charging-cable,Mon,40,13.26,62,192,5,1,0,OCCUPIED
wallet,Thu,39,13.73,134,148,1,0,0,LEFT_BEHIND
"student-id,glasses,laptop,earphones",Mon,12,20.1,99,177,3,1,1,TEMP_LEAVE
"mouse,bottle,wallet,glasses",Fri,13,16.9,192,357,1,1,0,OCCUPIED
"earphones,keys,wallet,glasses",Tue,35,14.79,88,194,1,1,1,LEFT_BEHIND
"book,phone",Sun,10,14.84,105,221,4,0,1,TEMP_LEAVE
"paper,glasses,student-id,iPad",Wed,52,8.45,113,176,1,1,0,OCCUPIED
"student-id,pen,glasses,laptop",Mon,42,17.18,191,370,0,1,0,OCCUPIED
"charging-cable,bag,glasses",Mon,56,15.91,157,329,1,0,0,TEMP_LEAVE
"student-id,phone,laptop",Sun,20,8.84,28,160,5,0,0,TEMP_LEAVE
"bottle,wallet",Thu,58,10.44,190,208,3,1,1,LEFT_BEHIND
"charging-cable,earphones,wallet",Tue,52,19.26,148,241,5,1,1,LEFT_BEHIND
"bottle,paper",Thu,17,10.87,89,287,3,1,1,LEFT_BEHIND
"pen,paper,iPad,keys",Sat,13,20.93,146,346,3,1,0,OCCUPIED
"charging-cable,bottle",Wed,39,21.17,178,275,4,0,0,LEFT_BEHIND
"phone,bottle,charging-cable",Sun,11,21.81,98,202,0,0,1,TEMP_LEAVE
"phone,pen",Wed,15,10.85,54,202,0,1,1,LEFT_BEHIND
"book,glasses,bag,phone",Tue,39,12.53,95,235,1,1,1,LEFT_BEHIND
"laptop,iPad,pen",Wed,22,20.94,150,271,1,1,0,OCCUPIED
"laptop,keys,mouse",Thu,3,11.93,46,134,0,1,1,LEFT_BEHIND
charging-cable,Wed,35,10.27,127,266,5,1,1,LEFT_BEHIND
iPad,Sun,51,10.29,92,105,2,1,1,LEFT_BEHIND
"watch,bottle,laptop,earphones",Fri,26,19.93,169,367,0,0,0,LEFT_BEHIND
"student-id,book,charging-cable,keys",Sat,41,17.67,66,104,4,1,0,OCCUPIED
book,Sat,44,18.3,181,231,3,0,0,LEFT_BEHIND
"earphones,book,paper,mouse",Mon,20,16.29,48,96,5,1,1,LEFT_BEHIND
"wallet,laptop,keys,student-id",Sun,32,19.24,109,246,5,0,0,TEMP_LEAVE
watch,Thu,60,10.6,165,288,0,1,1,LEFT_BEHIND
"pen,wallet,keys",Tue,30,10.4,136,195,4,0,0,TEMP_LEAVE
"pen,phone,watch",Sat,58,21.17,76,199,2,0,0,TEMP_LEAVE
"wallet,paper,bottle",Thu,60,21.79,153,171,4,1,0,OCCUPIED
"mouse,paper,charging-cable",Mon,30,20.56,15,178,1,0,0,LEFT_BEHIND
book,Fri,51,14.81,151,327,5,1,0,OCCUPIED
"glasses,watch,pen",Sat,2,13.95,36,200,0,1,0,OCCUPIED
bottle,Tue,52,14.91,0,122,4,1,0,OCCUPIED
"bag,charging-cable,student-id,keys",Sat,26,16.17,14,206,5,1,1,LEFT_BEHIND
"phone,wallet,student-id",Sat,60,10.56,109,297,3,0,0,TEMP_LEAVE
"watch,wallet",Mon,9,9.53,149,258,2,0,0,TEMP_LEAVE
"bottle,phone",Sun,33,18.64,54,171,1,1,0,OCCUPIED
"book,paper",Wed,28,10.12,78,166,2,0,1,LEFT_BEHIND
bottle,Thu,11,10.91,82,233,5,1,0,OCCUPIED
"bag,pen",Sat,7,21.6,144,289,3,1,1,TEMP_LEAVE
bottle,Wed,50,17.91,124,214,0,0,1,LEFT_BEHIND
"phone,student-id,laptop,earphones",Sun,55,14.58,162,277,3,1,0,OCCUPIED
book,Sun,8,15.5,46,94,2,0,1,TEMP_LEAVE
"charging-cable,mouse",Fri,31,19.42,1,113,2,0,0,LEFT_BEHIND
book,Sat,1,14.32,65,187,5,1,1,TEMP_LEAVE
"earphones,laptop,student-id,charging-cable",Mon,30,20.56,70,249,0,1,0,OCCUPIED
"laptop,glasses",Mon,28,15.2,122,250,3,1,0,OCCUPIED
"wallet,earphones",Mon,48,9.13,156,314,1,1,1,LEFT_BEHIND
"laptop,paper,student-id,phone",Sat,22,21.37,181,252,4,1,0,OCCUPIED
"wallet,laptop",Sun,22,18.34,109,244,0,0,0,TEMP_LEAVE
"keys,iPad",Thu,53,14.64,64,159,4,0,1,TEMP_LEAVE
"laptop,mouse,watch",Sun,29,16.79,61,229,2,0,0,TEMP_LEAVE
"paper,mouse,student-id",Fri,27,20.53,119,256,0,0,0,LEFT_BEHIND
earphones,Sat,14,11.35,11,140,0,1,1,LEFT_BEHIND
"paper,iPad,bag",Sat,17,21.13,59,258,3,1,1,TEMP_LEAVE
"bottle,iPad,phone",Fri,42,9.85,196,323,0,0,0,LEFT_BEHIND
"mouse,charging-cable",Sun,30,13.09,152,223,0,1,0,OCCUPIED
"earphones,watch,pen",Mon,55,19.89,85,186,5,0,0,TEMP_LEAVE
paper,Thu,30,11.27,78,112,5,0,0,LEFT_BEHIND
earphones,Wed,1,14.89,114,158,0,0,1,LEFT_BEHIND
wallet,Sat,14,11.74,128,289,4,0,0,LEFT_BEHIND
"earphones,mouse,student-id",Sun,53,14.23,170,213,3,0,0,TEMP_LEAVE
book,Mon,8,18.76,152,259,0,1,1,LEFT_BEHIND
"mouse,keys,paper",Tue,54,19.08,145,260,2,1,1,LEFT_BEHIND
"phone,earphones",Sat,39,16.91,44,71,2,1,0,OCCUPIED
"phone,mouse,wallet,student-id",Sun,32,9.82,28,128,3,1,0,OCCUPIED
"iPad,phone,bag,paper",Mon,10,19.16,167,237,2,0,0,TEMP_LEAVE
"pen,wallet",Thu,5,19.5,19,184,3,1,1,TEMP_LEAVE
"bottle,earphones",Thu,1,20.68,106,268,2,0,1,TEMP_LEAVE
mouse,Wed,20,14.76,51,95,1,0,0,LEFT_BEHIND
"wallet,keys",Tue,2,16.19,48,133,5,0,0,TEMP_LEAVE
"iPad,pen,phone",Mon,50,13.02,76,206,4,1,0,OCCUPIED
"phone,paper",Tue,15,21.56,139,336,4,1,0,OCCUPIED
mouse,Fri,31,9.54,53,244,3,1,0,OCCUPIED
"laptop,keys",Sat,10,18.2,77,212,4,1,1,TEMP_LEAVE
charging-cable,Fri,17,21.72,157,252,1,1,0,OCCUPIED
book,Sat,57,18.88,92,279,3,1,1,LEFT_BEHIND
"pen,phone",Fri,37,8.67,176,268,4,0,0,TEMP_LEAVE
"mouse,glasses,pen",Wed,45,8.4,34,176,3,0,0,LEFT_BEHIND
"laptop,wallet,earphones",Fri,16,11.47,147,192,2,0,1,TEMP_LEAVE
"earphones,charging-cable,keys",Fri,38,20.72,64,98,2,0,0,TEMP_LEAVE
phone,Wed,17,17.98,97,251,0,0,0,TEMP_LEAVE
watch,Wed,20,13.7,39,84,5,0,1,TEMP_LEAVE
"wallet,paper,earphones,glasses",Tue,58,17.86,97,165,1,1,0,OCCUPIED
"laptop,mouse,iPad,glasses",Sat,26,14.82,19,99,2,1,0,OCCUPIED
"book,keys,student-id,paper",Tue,60,9.15,188,272,1,1,0,OCCUPIED
"bottle,book,keys",Thu,44,19.35,150,326,0,0,0,LEFT_BEHIND
"watch,book,keys",Wed,46,12.57,132,260,5,0,0,TEMP_LEAVE
"student-id,mouse,glasses",Fri,44,20.37,160,358,1,1,1,LEFT_BEHIND
"earphones,laptop",Mon,39,20.71,87,110,0,0,0,LEFT_BEHIND
bag,Thu,30,8.71,56,193,3,0,0,TEMP_LEAVE
"phone,laptop",Sat,45,10.59,70,176,0,0,1,LEFT_BEHIND
mouse,Thu,13,8.63,61,102,4,1,1,LEFT_BEHIND
pen,Sat,5,10.67,47,49,0,0,0,LEFT_BEHIND
"iPad,paper,bag,mouse",Sat,44,9.34,0,61,1,0,0,TEMP_LEAVE
"paper,iPad,bottle",Wed,19,9.94,197,252,3,1,0,OCCUPIED
pen,Thu,57,10.11,169,364,0,0,1,LEFT_BEHIND
watch,Wed,19,20.72,186,330,4,1,1,LEFT_BEHIND
student-id,Sun,6,11.72,175,260,2,0,1,TEMP_LEAVE
charging-cable,Fri,10,16.09,157,239,3,1,1,TEMP_LEAVE
"glasses,phone,wallet,laptop",Wed,10,19.3,62,112,0,0,0,TEMP_LEAVE
bag,Thu,46,11.22,165,190,0,0,1,LEFT_BEHIND
"paper,wallet,student-id,watch",Tue,6,12.19,82,239,3,0,0,TEMP_LEAVE
wallet,Sun,41,21.04,169,176,3,1,1,LEFT_BEHIND
"bottle,book,watch,charging-cable",Fri,57,20.83,65,84,4,0,1,TEMP_LEAVE
"paper,student-id,earphones,phone",Tue,26,14.39,115,314,5,1,1,LEFT_BEHIND
bottle,Sun,51,19.94,165,270,3,0,0,LEFT_BEHIND
"bottle,iPad,keys,paper",Fri,2,17.75,77,193,1,1,1,TEMP_LEAVE
"book,mouse",Mon,49,19.89,28,218,2,0,1,LEFT_BEHIND
"wallet,keys,phone,earphones",Mon,49,17.16,35,209,2,1,0,OCCUPIED
"bottle,laptop,mouse",Sat,2,13.39,67,212,0,0,0,TEMP_LEAVE
"pen,student-id",Tue,39,10.71,10,203,4,0,0,TEMP_LEAVE
paper,Sun,5,21.56,147,256,1,1,0,OCCUPIED
pen,Wed,50,9.87,10,141,3,1,1,LEFT_BEHIND
"book,laptop,phone,bottle",Fri,39,18.35,140,191,5,0,1,TEMP_LEAVE
"charging-cable,bottle",Fri,16,11.74,17,26,1,1,1,LEFT_BEHIND
"keys,mouse,phone,book",Thu,19,18.46,20,118,2,1,1,LEFT_BEHIND
"book,bag",Mon,49,19.38,54,147,3,0,1,TEMP_LEAVE
bag,Fri,44,18.54,178,369,1,1,1,LEFT_BEHIND
charging-cable,Tue,7,18.31,30,151,0,0,0,LEFT_BEHIND
"earphones,bag,watch",Fri,25,11.76,74,255,2,1,1,LEFT_BEHIND
iPad,Thu,11,17.1,79,139,5,0,0,TEMP_LEAVE
"bag,pen,charging-cable",Fri,46,20.28,106,145,4,0,1,TEMP_LEAVE
"bottle,charging-cable",Tue,38,15.32,4,193,0,1,1,LEFT_BEHIND
"student-id,iPad,earphones,glasses",Fri,22,10.36,81,116,2,1,0,OCCUPIED
"book,mouse",Wed,8,12.48,102,245,5,1,0,OCCUPIED
"bottle,bag,earphones",Thu,56,9.81,19,72,0,1,0,OCCUPIED
"bottle,phone,book,laptop",Wed,39,15.25,43,143,3,1,0,OCCUPIED
iPad,Tue,53,16.84,182,237,3,1,0,OCCUPIED
"laptop,bag,iPad,student-id",Tue,53,13.96,60,201,3,1,0,OCCUPIED
"iPad,student-id",Thu,25,14.2,146,340,3,1,0,OCCUPIED
"wallet,charging-cable,laptop,paper",Wed,58,9.06,126,305,3,0,1,TEMP_LEAVE
"mouse,charging-cable",Sun,20,20.96,95,271,2,0,1,LEFT_BEHIND
earphones,Tue,44,21.74,104,276,3,0,0,LEFT_BEHIND
"bottle,iPad",Wed,46,18.32,156,240,1,0,1,TEMP_LEAVE
iPad,Wed,7,20.2,166,256,0,1,0,OCCUPIED
"bag,pen,wallet,glasses",Sat,58,19.63,33,112,2,1,1,LEFT_BEHIND
"laptop,student-id",Tue,4,8.76,28,44,5,0,0,TEMP_LEAVE
student-id,Sun,9,18.54,156,280,3,1,0,OCCUPIED
"pen,iPad,keys",Thu,0,20.1,95,240,4,1,0,OCCUPIED
"charging-cable,student-id,paper,bag",Fri,23,21.03,116,195,1,1,0,OCCUPIED
"laptop,bottle,glasses",Tue,26,15.09,166,286,3,1,1,LEFT_BEHIND
bottle,Mon,55,18.15,138,226,2,1,0,OCCUPIED
"book,keys,paper",Mon,21,18.28,183,256,2,0,0,LEFT_BEHIND
"earphones,charging-cable,laptop",Fri,18,12.31,44,154,3,1,1,LEFT_BEHIND
"charging-cable,book,watch",Sat,46,9.87,125,248,5,1,0,OCCUPIED
"phone,earphones,charging-cable,bottle",Wed,43,21.82,50,112,0,0,0,LEFT_BEHIND
"glasses,charging-cable,watch,iPad",Tue,2,9.3,98,205,0,0,1,TEMP_LEAVE
"bottle,watch,keys",Mon,25,16.25,9,71,3,1,1,LEFT_BEHIND
"phone,bottle,book,mouse",Tue,49,16.82,92,245,1,1,0,OCCUPIED
mouse,Sat,38,21.18,116,243,4,0,0,LEFT_BEHIND
student-id,Mon,58,9.39,139,147,5,0,0,TEMP_LEAVE
"phone,glasses",Mon,49,9.07,38,66,4,1,1,LEFT_BEHIND
"iPad,charging-cable",Sun,57,14.55,169,185,5,0,0,TEMP_LEAVE
"charging-cable,earphones,mouse",Thu,53,15.39,16,131,5,1,0,OCCUPIED
"mouse,bottle,bag",Tue,10,8.33,116,202,3,0,0,TEMP_LEAVE
"glasses,pen,earphones,book",Mon,47,18.73,117,197,1,1,1,LEFT_BEHIND
"iPad,bottle",Wed,35,18.78,22,167,2,0,0,TEMP_LEAVE
"paper,book",Wed,40,13.89,96,154,5,0,1,LEFT_BEHIND
"bag,bottle,wallet",Sat,47,11.14,63,150,3,1,1,LEFT_BEHIND
"bottle,pen,keys,iPad",Sun,57,8.22,80,225,0,1,0,OCCUPIED
book,Thu,42,8.59,74,266,4,0,0,LEFT_BEHIND
"earphones,mouse,wallet",Sat,7,9.47,176,229,1,1,0,OCCUPIED
iPad,Thu,51,10.74,14,130,5,1,0,OCCUPIED
